id,first_name,last_name,email,phone_number,date_of_birth,primary_city,primary_state,account_creation_date,persona_type,usual_login_device,is_vpn_user
350,Neha,Gupta,neha.gupta321@example.com,+91 6398807994,1974-07-02,Pune,Maharashtra,2023-06-18 15:49:51,Daily Spender,Windows PC,False
351,Neha,Verma,neha.verma188@example.com,+91 6750781173,1969-05-10,Kolkata,West Bengal,2024-10-14 15:49:51,Student,Samsung Galaxy S23,False
352,Karan,Menon,karan.menon454@example.com,+91 7011463394,1953-11-26,Kolkata,West Bengal,2022-10-14 15:49:51,High Roller,iPhone 15,True
353,Neha,Patel,neha.patel630@example.com,+91 7843774167,1964-06-03,Kolkata,West Bengal,2023-05-29 15:49:51,Daily Spender,iPhone 13,False
354,Aarav,Chauhan,aarav.chauhan167@example.com,+91 7673136370,1976-01-22,Delhi,Delhi,2023-02-10 15:49:51,Student,Samsung Galaxy S23,False
355,Kavya,Das,kavya.das49@example.com,+91 9021114671,2001-12-20,Ahmedabad,Gujarat,2025-07-02 15:49:51,Student,iPhone 13,False
356,Pooja,Reddy,pooja.reddy960@example.com,+91 8430925078,1992-05-27,Bengaluru,Karnataka,2024-05-17 15:49:51,Daily Spender,iPhone 13,False
357,Riya,Verma,riya.verma570@example.com,+91 7590631111,1973-09-04,Ahmedabad,Gujarat,2022-12-17 15:49:51,High Roller,iPhone 15,False
358,Neha,Chauhan,neha.chauhan735@example.com,+91 9939750364,1976-11-12,Surat,Gujarat,2022-11-16 15:49:51,Daily Spender,iPhone 13,False
359,Karan,Sharma,karan.sharma390@example.com,+91 6532471315,1959-12-18,Mumbai,Maharashtra,2023-12-25 15:49:51,Student,iPhone 13,False
360,Priya,Chauhan,priya.chauhan402@example.com,+91 7583318057,1976-08-03,Ahmedabad,Gujarat,2023-11-25 15:49:51,Daily Spender,Samsung Galaxy S23,True
361,Varun,Bose,varun.bose428@example.com,+91 9677055015,1999-07-02,Ahmedabad,Gujarat,2024-04-02 15:49:51,Daily Spender,Windows PC,False
362,Karan,Menon,karan.menon756@example.com,+91 7295934324,1990-07-21,Jaipur,Rajasthan,2025-09-04 15:49:51,Daily Spender,MacBook Air,False
363,Aarav,Gupta,aarav.gupta637@example.com,+91 6554918169,1996-09-18,Surat,Gujarat,2024-08-18 15:49:51,High Roller,iPhone 15,False
364,Rohan,Gupta,rohan.gupta857@example.com,+91 6934674819,2001-06-18,Mumbai,Maharashtra,2024-11-15 15:49:51,High Roller,Windows PC,False
365,Priya,Chauhan,priya.chauhan290@example.com,+91 9845493511,1986-11-10,Chennai,Tamil Nadu,2023-03-11 15:49:51,Student,Samsung Galaxy S23,False
366,Priya,Nair,priya.nair45@example.com,+91 9930721657,1947-06-09,Ahmedabad,Gujarat,2023-10-11 15:49:51,High Roller,Samsung Galaxy S23,False
367,Riya,Patel,riya.patel145@example.com,+91 9093235808,1999-06-17,Surat,Gujarat,2024-01-14 15:49:51,Student,iPhone 13,True
368,Varun,Sharma,varun.sharma712@example.com,+91 8612325849,1968-01-18,Mumbai,Maharashtra,2023-10-28 15:49:51,Daily Spender,Samsung Galaxy S23,False
369,Aarav,Gupta,aarav.gupta359@example.com,+91 7552938386,1986-07-24,Pune,Maharashtra,2026-02-23 15:49:51,Daily Spender,iPhone 13,False
370,Pooja,Verma,pooja.verma25@example.com,+91 7804288497,1981-03-12,Pune,Maharashtra,2024-01-31 15:49:51,Daily Spender,iPhone 13,False
371,Aarav,Patel,aarav.patel334@example.com,+91 6503355362,1971-04-27,Mumbai,Maharashtra,2023-04-06 15:49:51,Daily Spender,MacBook Air,False
372,Priya,Bose,priya.bose190@example.com,+91 6899394554,1997-12-27,Jaipur,Rajasthan,2023-05-25 15:49:51,Student,iPhone 13,False
373,Varun,Bose,varun.bose514@example.com,+91 8663185426,1964-12-04,Pune,Maharashtra,2024-05-19 15:49:51,High Roller,Samsung Galaxy S23,False
374,Amit,Nair,amit.nair67@example.com,+91 6577940229,1947-05-30,Hyderabad,Telangana,2026-04-13 15:49:51,High Roller,iPhone 15,False
375,Pooja,Menon,pooja.menon662@example.com,+91 9152832117,1971-01-09,Bengaluru,Karnataka,2024-01-19 15:49:51,Student,Windows PC,False
376,Riya,Bose,riya.bose879@example.com,+91 7291369056,1974-06-12,Kolkata,West Bengal,2026-07-12 15:49:51,Daily Spender,MacBook Air,False
377,Aditya,Rao,aditya.rao34@example.com,+91 7379724074,1952-03-26,Bengaluru,Karnataka,2025-05-06 15:49:51,Daily Spender,iPhone 15,False
378,Amit,Menon,amit.menon63@example.com,+91 9165494409,1969-09-21,Bengaluru,Karnataka,2026-07-24 15:49:51,Student,Samsung Galaxy S23,False
379,Priya,Bose,priya.bose207@example.com,+91 8015039760,1985-03-27,Surat,Gujarat,2022-12-18 15:49:51,Daily Spender,MacBook Air,False
380,Ananya,Patel,ananya.patel567@example.com,+91 8713469223,1977-10-30,Pune,Maharashtra,2026-02-23 15:49:51,High Roller,Samsung Galaxy S23,False
381,Rohan,Menon,rohan.menon398@example.com,+91 6360478135,1991-01-08,Pune,Maharashtra,2023-09-28 15:49:51,Daily Spender,MacBook Air,False
382,Varun,Rao,varun.rao127@example.com,+91 9484678054,1997-02-18,Surat,Gujarat,2026-03-07 15:49:51,Daily Spender,Windows PC,False
383,Vikram,Iyer,vikram.iyer310@example.com,+91 8619494460,1957-02-03,Ahmedabad,Gujarat,2024-11-15 15:49:51,Daily Spender,MacBook Air,False
384,Pooja,Chauhan,pooja.chauhan759@example.com,+91 6837847825,1957-06-26,Chennai,Tamil Nadu,2024-01-04 15:49:51,Student,iPhone 15,False
385,Priya,Deshmukh,priya.deshmukh249@example.com,+91 9955344933,1977-07-23,Bengaluru,Karnataka,2022-12-05 15:49:51,Student,iPhone 13,False
386,Amit,Rao,amit.rao880@example.com,+91 8539847526,1973-06-22,Pune,Maharashtra,2026-07-08 15:49:51,Student,iPhone 15,False
387,Amit,Joshi,amit.joshi964@example.com,+91 7415807793,1981-06-03,Kolkata,West Bengal,2025-04-20 15:49:51,Student,MacBook Air,False
388,Riya,Bose,riya.bose596@example.com,+91 8126125403,1946-07-29,Ahmedabad,Gujarat,2026-06-06 15:49:51,Daily Spender,iPhone 15,False
389,Rahul,Singh,rahul.singh14@example.com,+91 8084517968,1959-12-26,Bengaluru,Karnataka,2023-07-22 15:49:51,Student,Samsung Galaxy S23,False
390,Rahul,Iyer,rahul.iyer501@example.com,+91 8720475050,2007-05-09,Bengaluru,Karnataka,2025-08-29 15:49:51,Student,iPhone 15,False
391,Rahul,Sharma,rahul.sharma721@example.com,+91 6167245067,1958-05-30,Hyderabad,Telangana,2025-03-11 15:49:51,Daily Spender,iPhone 15,False
392,Aarav,Verma,aarav.verma26@example.com,+91 9161352272,1992-03-14,Mumbai,Maharashtra,2025-03-13 15:49:51,Student,iPhone 13,False
393,Rahul,Das,rahul.das527@example.com,+91 7667115551,2004-07-25,Mumbai,Maharashtra,2026-06-11 15:49:51,Student,Samsung Galaxy S23,False
394,Ananya,Patel,ananya.patel638@example.com,+91 9369865977,1967-08-21,Kolkata,West Bengal,2025-06-27 15:49:51,Student,Windows PC,False
395,Aarav,Reddy,aarav.reddy846@example.com,+91 6650268555,1992-05-04,Ahmedabad,Gujarat,2025-07-24 15:49:51,Daily Spender,MacBook Air,False
396,Neha,Bose,neha.bose90@example.com,+91 8133319545,1970-03-16,Ahmedabad,Gujarat,2023-04-21 15:49:51,Daily Spender,iPhone 13,True
397,Neha,Iyer,neha.iyer609@example.com,+91 7052476949,2000-08-13,Hyderabad,Telangana,2026-03-31 15:49:51,Daily Spender,iPhone 15,False
398,Ananya,Verma,ananya.verma226@example.com,+91 6377550257,2004-02-07,Surat,Gujarat,2023-03-28 15:49:51,Daily Spender,Samsung Galaxy S23,False
399,Ananya,Bose,ananya.bose68@example.com,+91 8777220043,1955-04-11,Surat,Gujarat,2023-06-15 15:49:51,Daily Spender,MacBook Air,False
400,Riya,Verma,riya.verma267@example.com,+91 8464861601,2004-04-30,Ahmedabad,Gujarat,2024-06-16 15:49:51,Daily Spender,Samsung Galaxy S23,True
401,Pooja,Das,pooja.das371@example.com,+91 7352115648,1987-07-18,Ahmedabad,Gujarat,2022-11-17 15:49:51,Daily Spender,MacBook Air,False
402,Ananya,Gupta,ananya.gupta43@example.com,+91 9583416545,1962-11-13,Pune,Maharashtra,2023-04-28 15:49:51,Student,Samsung Galaxy S23,True
403,Kavya,Reddy,kavya.reddy362@example.com,+91 6776763563,1999-12-23,Chennai,Tamil Nadu,2023-11-29 15:49:51,Daily Spender,iPhone 13,False
404,Pooja,Joshi,pooja.joshi174@example.com,+91 9238051120,1967-01-12,Chennai,Tamil Nadu,2024-07-01 15:49:51,High Roller,Windows PC,False
405,Kavya,Bose,kavya.bose101@example.com,+91 6100517699,1964-02-14,Surat,Gujarat,2026-06-04 15:49:51,Daily Spender,iPhone 13,True
406,Varun,Sharma,varun.sharma925@example.com,+91 9923456383,1990-05-14,Surat,Gujarat,2026-05-02 15:49:51,High Roller,iPhone 15,False
407,Aditya,Patel,aditya.patel68@example.com,+91 6526361678,1962-11-25,Surat,Gujarat,2024-07-16 15:49:51,Daily Spender,iPhone 13,False
408,Rahul,Nair,rahul.nair590@example.com,+91 6951587961,1977-04-21,Mumbai,Maharashtra,2022-11-18 15:49:51,Student,iPhone 15,False
409,Rahul,Das,rahul.das698@example.com,+91 6268450856,1955-10-18,Delhi,Delhi,2025-09-26 15:49:51,Daily Spender,Windows PC,False
410,Aarav,Bose,aarav.bose21@example.com,+91 8469397898,1953-09-14,Bengaluru,Karnataka,2022-11-17 15:49:51,Student,iPhone 15,False
411,Rahul,Gupta,rahul.gupta927@example.com,+91 7532598001,1950-10-22,Surat,Gujarat,2026-06-11 15:49:51,Daily Spender,iPhone 13,False
412,Pooja,Chauhan,pooja.chauhan32@example.com,+91 6607816684,1974-08-02,Hyderabad,Telangana,2024-04-13 15:49:51,High Roller,iPhone 13,False
413,Priya,Deshmukh,priya.deshmukh917@example.com,+91 6627406573,2000-02-02,Bengaluru,Karnataka,2022-10-20 15:49:51,Daily Spender,Windows PC,False
414,Ananya,Gupta,ananya.gupta285@example.com,+91 6547250348,1984-11-07,Mumbai,Maharashtra,2023-04-29 15:49:51,Daily Spender,iPhone 15,False
415,Rohan,Sharma,rohan.sharma581@example.com,+91 9815557627,1974-09-14,Bengaluru,Karnataka,2026-06-21 15:49:51,High Roller,MacBook Air,False
416,Karan,Joshi,karan.joshi302@example.com,+91 8443341113,2004-03-30,Kolkata,West Bengal,2025-02-23 15:49:51,Daily Spender,MacBook Air,False
417,Varun,Das,varun.das15@example.com,+91 8057297777,1955-06-09,Chennai,Tamil Nadu,2025-03-27 15:49:51,Daily Spender,iPhone 13,False
418,Pooja,Reddy,pooja.reddy500@example.com,+91 7860692024,1973-07-03,Surat,Gujarat,2026-04-02 15:49:51,High Roller,Windows PC,False
419,Varun,Deshmukh,varun.deshmukh716@example.com,+91 8662371660,1975-10-23,Ahmedabad,Gujarat,2022-12-21 15:49:51,Daily Spender,MacBook Air,False
420,Aditya,Patel,aditya.patel900@example.com,+91 8089060611,1990-08-14,Ahmedabad,Gujarat,2026-03-01 15:49:51,Daily Spender,iPhone 13,False
421,Priya,Das,priya.das226@example.com,+91 9530552113,1987-06-26,Mumbai,Maharashtra,2024-12-30 15:49:51,Student,Windows PC,False
422,Amit,Verma,amit.verma543@example.com,+91 9473381170,1997-02-11,Chennai,Tamil Nadu,2025-06-24 15:49:51,Student,MacBook Air,True
423,Rahul,Menon,rahul.menon374@example.com,+91 6948095336,1956-12-02,Pune,Maharashtra,2024-02-09 15:49:51,High Roller,Samsung Galaxy S23,False
424,Priya,Reddy,priya.reddy167@example.com,+91 8085636288,1986-06-08,Surat,Gujarat,2024-09-28 15:49:51,Daily Spender,Windows PC,False
425,Rohan,Verma,rohan.verma207@example.com,+91 6842353332,1991-08-23,Mumbai,Maharashtra,2022-09-05 15:49:51,Daily Spender,iPhone 13,False
426,Riya,Gupta,riya.gupta392@example.com,+91 9740273296,1995-06-13,Surat,Gujarat,2026-07-12 15:49:51,Daily Spender,iPhone 15,False
427,Rohan,Reddy,rohan.reddy61@example.com,+91 9075418224,1963-07-14,Mumbai,Maharashtra,2025-10-27 15:49:51,Daily Spender,MacBook Air,True
428,Aarav,Deshmukh,aarav.deshmukh780@example.com,+91 9774867577,1953-01-17,Surat,Gujarat,2025-06-26 15:49:51,Student,iPhone 15,False
429,Karan,Bose,karan.bose844@example.com,+91 6030989476,1954-03-22,Jaipur,Rajasthan,2023-04-14 15:49:51,Daily Spender,iPhone 13,False
430,Karan,Nair,karan.nair828@example.com,+91 9880527436,1982-06-07,Surat,Gujarat,2025-01-08 15:49:51,Student,Samsung Galaxy S23,False
431,Aarav,Rao,aarav.rao371@example.com,+91 9519645074,2000-10-09,Kolkata,West Bengal,2024-06-01 15:49:51,Daily Spender,Windows PC,True
432,Neha,Rao,neha.rao536@example.com,+91 7970795865,1965-04-14,Surat,Gujarat,2026-02-01 15:49:51,Daily Spender,Windows PC,False
433,Neha,Chauhan,neha.chauhan918@example.com,+91 7136579051,1947-03-02,Delhi,Delhi,2024-12-25 15:49:51,Daily Spender,iPhone 13,False
434,Aditya,Joshi,aditya.joshi589@example.com,+91 8123486081,1999-05-17,Jaipur,Rajasthan,2025-11-21 15:49:51,Daily Spender,Windows PC,False
435,Amit,Nair,amit.nair93@example.com,+91 6110395207,1949-10-05,Chennai,Tamil Nadu,2024-05-30 15:49:51,Student,MacBook Air,False
436,Vikram,Sharma,vikram.sharma934@example.com,+91 8044102383,1997-04-28,Mumbai,Maharashtra,2024-04-01 15:49:51,Daily Spender,Samsung Galaxy S23,False
437,Sneha,Deshmukh,sneha.deshmukh856@example.com,+91 9802963954,1973-12-30,Bengaluru,Karnataka,2025-11-28 15:49:51,Daily Spender,iPhone 15,False
438,Rohan,Menon,rohan.menon408@example.com,+91 9818884811,2006-07-08,Delhi,Delhi,2025-10-26 15:49:51,Daily Spender,Windows PC,False
439,Aditya,Chauhan,aditya.chauhan931@example.com,+91 7158791102,1998-06-26,Chennai,Tamil Nadu,2026-04-01 15:49:51,Student,iPhone 13,False
440,Sneha,Patel,sneha.patel894@example.com,+91 6951929728,1977-10-12,Kolkata,West Bengal,2023-07-28 15:49:51,Daily Spender,Samsung Galaxy S23,False
441,Aarav,Rao,aarav.rao275@example.com,+91 7743907512,1993-10-13,Jaipur,Rajasthan,2022-10-02 15:49:51,Student,MacBook Air,False
442,Karan,Nair,karan.nair547@example.com,+91 6222948227,1970-10-30,Bengaluru,Karnataka,2023-06-08 15:49:51,Daily Spender,MacBook Air,True
443,Rahul,Reddy,rahul.reddy340@example.com,+91 8307489220,1996-04-20,Kolkata,West Bengal,2026-05-06 15:49:51,Student,Samsung Galaxy S23,False
444,Riya,Deshmukh,riya.deshmukh844@example.com,+91 6206559219,1963-10-09,Delhi,Delhi,2025-11-24 15:49:51,Daily Spender,Windows PC,True
445,Priya,Das,priya.das883@example.com,+91 8601274634,1971-04-24,Hyderabad,Telangana,2023-08-07 15:49:51,Daily Spender,iPhone 15,True
446,Kavya,Deshmukh,kavya.deshmukh658@example.com,+91 7490736546,1979-04-27,Jaipur,Rajasthan,2026-06-12 15:49:51,Daily Spender,Samsung Galaxy S23,False
447,Vikram,Rao,vikram.rao922@example.com,+91 8376465494,1984-05-24,Mumbai,Maharashtra,2022-12-27 15:49:51,Student,iPhone 13,False
448,Neha,Menon,neha.menon696@example.com,+91 7154896328,1981-05-15,Surat,Gujarat,2024-05-19 15:49:51,High Roller,Windows PC,False
449,Varun,Bose,varun.bose509@example.com,+91 9668042358,1980-12-09,Jaipur,Rajasthan,2025-07-26 15:49:51,Daily Spender,iPhone 15,True
450,Ananya,Gupta,ananya.gupta857@example.com,+91 9515329504,1969-03-11,Jaipur,Rajasthan,2022-11-01 15:49:51,Student,iPhone 13,False
451,Aarav,Bose,aarav.bose464@example.com,+91 7173957711,2002-12-04,Surat,Gujarat,2025-04-26 15:49:51,Student,Windows PC,False
452,Neha,Verma,neha.verma909@example.com,+91 7440460342,1992-06-24,Kolkata,West Bengal,2023-01-15 15:49:51,Student,MacBook Air,False
453,Riya,Gupta,riya.gupta153@example.com,+91 7206902428,1981-03-17,Surat,Gujarat,2025-08-10 15:49:51,Daily Spender,Samsung Galaxy S23,True
454,Karan,Verma,karan.verma856@example.com,+91 7839655315,1991-11-21,Bengaluru,Karnataka,2024-07-13 15:49:51,Student,Windows PC,False
455,Rahul,Menon,rahul.menon510@example.com,+91 6396493751,1979-04-18,Kolkata,West Bengal,2022-10-29 15:49:51,Daily Spender,MacBook Air,False
456,Kavya,Singh,kavya.singh875@example.com,+91 9901912670,1990-10-09,Jaipur,Rajasthan,2023-02-06 15:49:51,Daily Spender,Windows PC,True
457,Aarav,Reddy,aarav.reddy29@example.com,+91 6648009272,1954-03-09,Bengaluru,Karnataka,2025-05-08 15:49:51,Student,Samsung Galaxy S23,True
458,Riya,Das,riya.das860@example.com,+91 6116521560,1952-07-08,Mumbai,Maharashtra,2023-10-02 15:49:51,Daily Spender,MacBook Air,False
459,Ananya,Reddy,ananya.reddy185@example.com,+91 7992744570,1951-05-04,Delhi,Delhi,2026-04-06 15:49:51,Daily Spender,iPhone 15,True
460,Pooja,Rao,pooja.rao791@example.com,+91 7523014826,1979-12-07,Chennai,Tamil Nadu,2025-07-04 15:49:51,Daily Spender,Windows PC,False
461,Aditya,Das,aditya.das211@example.com,+91 9294696067,1963-07-18,Bengaluru,Karnataka,2025-08-26 15:49:51,Daily Spender,Samsung Galaxy S23,False
462,Priya,Menon,priya.menon70@example.com,+91 9290730577,1996-10-16,Chennai,Tamil Nadu,2025-06-01 15:49:51,Daily Spender,Windows PC,False
463,Varun,Das,varun.das408@example.com,+91 7041147254,1992-10-12,Pune,Maharashtra,2026-06-27 15:49:51,Student,Samsung Galaxy S23,False
464,Aarav,Das,aarav.das982@example.com,+91 7616624514,1968-06-16,Kolkata,West Bengal,2026-01-07 15:49:51,Daily Spender,iPhone 13,False
465,Aarav,Nair,aarav.nair599@example.com,+91 9242508506,1975-07-29,Kolkata,West Bengal,2023-04-26 15:49:51,Student,iPhone 13,False
466,Pooja,Joshi,pooja.joshi852@example.com,+91 9277666238,1957-07-28,Hyderabad,Telangana,2025-05-07 15:49:51,High Roller,iPhone 13,False
467,Pooja,Verma,pooja.verma345@example.com,+91 9939138297,1958-07-17,Kolkata,West Bengal,2023-11-15 15:49:51,Student,Windows PC,True
468,Neha,Gupta,neha.gupta257@example.com,+91 7977246449,1978-02-11,Bengaluru,Karnataka,2022-09-03 15:49:51,High Roller,Samsung Galaxy S23,False
469,Priya,Singh,priya.singh456@example.com,+91 6910970389,2007-07-24,Bengaluru,Karnataka,2024-03-31 15:49:51,Daily Spender,iPhone 13,False
470,Varun,Bose,varun.bose683@example.com,+91 9991494708,2003-03-19,Hyderabad,Telangana,2025-12-09 15:49:51,Daily Spender,iPhone 15,True
471,Rohan,Deshmukh,rohan.deshmukh52@example.com,+91 7561149700,1982-03-18,Ahmedabad,Gujarat,2024-08-29 15:49:51,Daily Spender,iPhone 13,False
472,Vikram,Das,vikram.das491@example.com,+91 7207971010,1974-09-18,Ahmedabad,Gujarat,2024-06-04 15:49:51,Daily Spender,Samsung Galaxy S23,False
473,Amit,Gupta,amit.gupta227@example.com,+91 8271020743,1956-04-15,Chennai,Tamil Nadu,2024-07-07 15:49:51,Daily Spender,iPhone 13,False
474,Priya,Joshi,priya.joshi388@example.com,+91 9861063322,1981-10-17,Ahmedabad,Gujarat,2024-05-28 15:49:51,Daily Spender,Windows PC,False
475,Karan,Nair,karan.nair468@example.com,+91 7087339372,1955-08-08,Kolkata,West Bengal,2026-02-05 15:49:51,Student,Windows PC,False
476,Priya,Joshi,priya.joshi802@example.com,+91 9379199026,2001-07-30,Kolkata,West Bengal,2023-02-06 15:49:51,Student,Samsung Galaxy S23,False
477,Vikram,Reddy,vikram.reddy587@example.com,+91 8659043693,1991-12-02,Bengaluru,Karnataka,2026-05-01 15:49:51,High Roller,MacBook Air,False
478,Sneha,Bose,sneha.bose156@example.com,+91 8983649157,1969-02-23,Jaipur,Rajasthan,2024-05-29 15:49:51,Student,MacBook Air,False
479,Sneha,Reddy,sneha.reddy11@example.com,+91 7723696712,1984-05-10,Ahmedabad,Gujarat,2026-05-09 15:49:51,Student,iPhone 15,False
480,Rahul,Nair,rahul.nair621@example.com,+91 6502293047,2004-04-23,Chennai,Tamil Nadu,2023-02-27 15:49:51,Daily Spender,MacBook Air,False
481,Pooja,Reddy,pooja.reddy674@example.com,+91 7006540157,2001-05-16,Bengaluru,Karnataka,2025-07-04 15:49:51,Daily Spender,Samsung Galaxy S23,False
482,Riya,Sharma,riya.sharma975@example.com,+91 7975360085,1984-05-15,Chennai,Tamil Nadu,2025-06-13 15:49:51,Daily Spender,Windows PC,True
483,Karan,Joshi,karan.joshi440@example.com,+91 9818705361,1987-05-13,Chennai,Tamil Nadu,2026-05-25 15:49:51,High Roller,MacBook Air,False
484,Kavya,Patel,kavya.patel823@example.com,+91 9175968834,1952-03-02,Pune,Maharashtra,2024-02-11 15:49:51,Daily Spender,iPhone 15,False
485,Sneha,Nair,sneha.nair317@example.com,+91 6932393427,1957-06-08,Jaipur,Rajasthan,2026-07-01 15:49:51,Student,iPhone 15,False
486,Karan,Singh,karan.singh901@example.com,+91 7730639099,2006-11-29,Kolkata,West Bengal,2025-01-18 15:49:51,Daily Spender,iPhone 13,True
487,Aarav,Nair,aarav.nair220@example.com,+91 6152266800,1963-10-06,Jaipur,Rajasthan,2026-07-24 15:49:51,Daily Spender,Samsung Galaxy S23,False
488,Kavya,Singh,kavya.singh146@example.com,+91 8380076699,1961-05-02,Mumbai,Maharashtra,2026-06-19 15:49:51,Student,iPhone 15,False
489,Pooja,Das,pooja.das382@example.com,+91 7855445131,1972-03-09,Ahmedabad,Gujarat,2024-09-24 15:49:51,High Roller,Windows PC,False
490,Varun,Verma,varun.verma266@example.com,+91 8893471418,1969-11-28,Surat,Gujarat,2026-05-06 15:49:51,Student,iPhone 13,False
491,Rahul,Bose,rahul.bose941@example.com,+91 7893400356,2000-07-14,Bengaluru,Karnataka,2023-08-18 15:49:51,Daily Spender,iPhone 13,False
492,Karan,Menon,karan.menon517@example.com,+91 7011106097,2003-06-12,Bengaluru,Karnataka,2023-08-15 15:49:51,Daily Spender,Windows PC,True
493,Rohan,Rao,rohan.rao687@example.com,+91 9408953974,1970-02-23,Surat,Gujarat,2023-01-17 15:49:51,Student,iPhone 13,False
494,Priya,Chauhan,priya.chauhan523@example.com,+91 7741367698,1995-12-10,Mumbai,Maharashtra,2025-06-02 15:49:51,Daily Spender,Samsung Galaxy S23,False
495,Ananya,Sharma,ananya.sharma466@example.com,+91 9352308525,2000-09-13,Ahmedabad,Gujarat,2024-04-29 15:49:51,Student,MacBook Air,False
496,Priya,Nair,priya.nair349@example.com,+91 9486690176,1949-11-03,Bengaluru,Karnataka,2022-10-09 15:49:51,High Roller,Samsung Galaxy S23,False
497,Amit,Menon,amit.menon303@example.com,+91 6227993020,1981-09-11,Surat,Gujarat,2023-04-02 15:49:51,High Roller,Windows PC,False
498,Varun,Singh,varun.singh935@example.com,+91 8338528478,1946-08-17,Pune,Maharashtra,2026-03-10 15:49:51,Daily Spender,Samsung Galaxy S23,False
499,Vikram,Gupta,vikram.gupta367@example.com,+91 8547860870,1977-09-15,Hyderabad,Telangana,2024-01-16 15:49:51,Daily Spender,iPhone 13,False
500,Aditya,Das,aditya.das133@example.com,+91 7261424166,2006-06-04,Mumbai,Maharashtra,2026-06-05 15:49:51,Student,iPhone 15,False
